SampleID,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate,TissueClean,VegetativeRepro,AboveBelow,AT1G01010,PC1,PC2
SRX2026179,PRJNA339032,WS_2_ED_Repl2,28250106,wild type,Wassilewskija,rosette leaf,34932118,0.818,8/30/2017,Leaf,Vegetative,Above,6.236331,-37.69613181799128,-59.69230692335948
SRX2026180,PRJNA339032,WS_2_ED_Repl3,28250106,wild type,Wassilewskija,rosette leaf,23288489,0.795,8/30/2017,Leaf,Vegetative,Above,7.023801,-31.561164288486466,-61.960346394928685
SRX2026181,PRJNA339032,WS_2_EN_Repl1,28250106,wild type,Wassilewskija,rosette leaf,33229743,0.823,8/30/2017,Leaf,Vegetative,Above,5.370337,-36.07972686193709,-57.39603326059094
SRX2040816,PRJNA339870,WT-total-CK-rep1,28808135,wild type,Col-0,seedlings,9475709,0.943,9/1/2017,Seedling,WholePlant,WholePlant,14.123375,-41.48164851440918,38.43626629976949
SRX2040817,PRJNA339870,WT-total-CK-rep2,28808135,wild type,Col-0,seedlings,8726005,0.947,9/1/2017,Seedling,WholePlant,WholePlant,11.0943,-40.94237883143488,29.425407751561266
SRX2040818,PRJNA339870,WT-poly-HT-rep2,28808135,wild type,Col-0,seedlings,9837699,0.924,9/1/2017,Seedling,WholePlant,WholePlant,19.310358,-18.442132778634267,-8.219809762875325
SRX2040819,PRJNA339870,WT-poly-HT-rep3,28808135,wild type,Col-0,seedlings,9235453,0.922,9/1/2017,Seedling,WholePlant,WholePlant,21.916231,-19.955300064328807,-8.45020488779805
SRX2040820,PRJNA339870,3-1-total-CK-rep1,28808135,hot3-1 mutant,Col-0,seedlings,10023197,0.949,9/1/2017,Seedling,WholePlant,WholePlant,8.845767,-47.62549534860962,38.98658223803833
SRX2040821,PRJNA339870,3-1-total-CK-rep2,28808135,hot3-1 mutant,Col-0,seedlings,8963891,0.957,9/1/2017,Seedling,WholePlant,WholePlant,12.508494,-43.190375870575835,37.03499840678484
SRX2040822,PRJNA339870,3-1-total-CK-rep3,28808135,hot3-1 mutant,Col-0,seedlings,12675948,0.942,9/1/2017,Seedling,WholePlant,WholePlant,13.69247,-52.0474534461383,40.1616353522275
SRX2040823,PRJNA339870,3-1-poly-CK-rep1,28808135,hot3-1 mutant,Col-0,seedlings,10472760,0.936,9/1/2017,Seedling,WholePlant,WholePlant,8.182695,-37.41973905325936,43.6595329470904
SRX2040824,PRJNA339870,3-1-poly-CK-rep2,28808135,hot3-1 mutant,Col-0,seedlings,9116486,0.952,9/1/2017,Seedling,WholePlant,WholePlant,11.125166,-37.354626176312564,42.31308464632902
SRX2040825,PRJNA339870,3-1-poly-CK-rep3,28808135,hot3-1 mutant,Col-0,seedlings,10733525,0.943,9/1/2017,Seedling,WholePlant,WholePlant,10.670625,-41.93805475470856,42.117761185467664
SRX2040826,PRJNA339870,3-1-total-HT-rep1,28808135,hot3-1 mutant,Col-0,seedlings,10634258,0.923,9/1/2017,Seedling,WholePlant,WholePlant,16.500219,-21.630568384753914,2.870005689877914
SRX2040827,PRJNA339870,3-1-total-HT-rep2,28808135,hot3-1 mutant,Col-0,seedlings,10477836,0.926,9/1/2017,Seedling,WholePlant,WholePlant,15.529359,-24.066108494628878,0.8473546500255407
SRX2040828,PRJNA339870,WT-total-CK-rep3,28808135,wild type,Col-0,seedlings,8381324,0.958,9/1/2017,Seedling,WholePlant,WholePlant,13.076516,-42.560564660415956,35.258125071491754
SRX2040829,PRJNA339870,3-1-total-HT-rep3,28808135,hot3-1 mutant,Col-0,seedlings,9024526,0.926,9/1/2017,Seedling,WholePlant,WholePlant,15.708692,-18.407575045134692,-0.8968464073422497
SRX2040830,PRJNA339870,3-1-poly-HT-rep1,28808135,hot3-2 mutant,Col-0,seedlings,11975887,0.918,9/1/2017,Seedling,WholePlant,WholePlant,15.476284,-14.173055086155184,-2.13169493269822
SRX2040831,PRJNA339870,3-1-poly-HT-rep2,28808135,hot3-3 mutant,Col-0,seedlings,26150169,0.918,9/1/2017,Seedling,WholePlant,WholePlant,18.955963,-37.27259760845409,1.933581340028408
SRX2040832,PRJNA339870,3-2-total-CK-rep1,28808135,hot3-4 mutant,Col-0,seedlings,10207494,0.941,9/1/2017,Seedling,WholePlant,WholePlant,11.64825,-39.945692044839234,29.236270183566297
SRX2040833,PRJNA339870,3-2-total-CK-rep2,28808135,hot3-5 mutant,Col-0,seedlings,13715859,0.925,9/1/2017,Seedling,WholePlant,WholePlant,10.355709,-43.13010672389479,29.053323239028316
SRX2040834,PRJNA339870,3-2-total-CK-rep3,28808135,hot3-6 mutant,Col-0,seedlings,10777861,0.945,9/1/2017,Seedling,WholePlant,WholePlant,8.947117,-40.78193214790419,22.903296656319245
SRX2040835,PRJNA339870,3-2-poly-CK-rep1,28808135,hot3-7 mutant,Col-0,seedlings,10118100,0.958,9/1/2017,Seedling,WholePlant,WholePlant,11.2736,-29.012168039104697,22.406920945277975
SRX2040836,PRJNA339870,3-2-poly-CK-rep2,28808135,hot3-8 mutant,Col-0,seedlings,9478832,0.958,9/1/2017,Seedling,WholePlant,WholePlant,12.257858,-26.38905618868958,27.75222834332129
SRX2040837,PRJNA339870,3-2-poly-CK-rep3,28808135,hot3-9 mutant,Col-0,seedlings,8407027,0.956,9/1/2017,Seedling,WholePlant,WholePlant,12.140589,-24.151218827807735,24.718963235099427
SRX2040838,PRJNA339870,WT-poly-CK-rep1,28808135,wild type,Col-0,seedlings,8472817,0.951,9/1/2017,Seedling,WholePlant,WholePlant,13.150384,-35.77466750694278,42.772560188182574
SRX2040839,PRJNA339870,WT-poly-CK-rep2,28808135,wild type,Col-0,seedlings,7980613,0.924,9/1/2017,Seedling,WholePlant,WholePlant,12.671743,-36.33923065664303,32.6532347865183
SRX2040840,PRJNA339870,WT-poly-CK-rep3,28808135,wild type,Col-0,seedlings,14032647,0.954,9/1/2017,Seedling,WholePlant,WholePlant,12.073414,-49.0063393533871,44.88200523457806
SRX2040841,PRJNA339870,WT-total-HT-rep1,28808135,wild type,Col-0,seedlings,9220748,0.919,9/1/2017,Seedling,WholePlant,WholePlant,20.247616,-20.804677151051212,-11.347332262167154
SRX2040842,PRJNA339870,WT-total-HT-rep2,28808135,wild type,Col-0,seedlings,10017525,0.929,9/1/2017,Seedling,WholePlant,WholePlant,17.280222,-23.55862298955019,-8.926495756968169
SRX2040843,PRJNA339870,WT-total-HT-rep3,28808135,wild type,Col-0,seedlings,11512421,0.925,9/1/2017,Seedling,WholePlant,WholePlant,21.316967,-28.102023544703016,-6.8434380313550065
SRX2040844,PRJNA339870,WT-poly-HT-rep1,28808135,wild type,Col-0,seedlings,9535158,0.922,9/1/2017,Seedling,WholePlant,WholePlant,18.677515,-18.697032165394074,-9.678222311185287
SRX2628401,PRJNA339870,3-1-poly-38-HT-rep3,28808135,hot3-1 mutant,Col-0,seedlings,8077793,0.955,12/1/2017,Seedling,WholePlant,WholePlant,8.238826,-20.605117051626575,16.961566789602607
SRX2628402,PRJNA339870,3-1-poly-38-HT-rep2,28808135,hot3-1 mutant,Col-0,seedlings,8661463,0.949,12/1/2017,Seedling,WholePlant,WholePlant,8.920094,-24.90944086092519,13.952482005024459
SRX2628403,PRJNA339870,3-1-poly-38-HT-rep1,28808135,hot3-1 mutant,Col-0,seedlings,9681020,0.951,12/1/2017,Seedling,WholePlant,WholePlant,9.17965,-31.723483149079982,21.627469919372352
SRX2628404,PRJNA339870,3-1-total-38-HT-rep3,28808135,hot3-1 mutant,Col-0,seedlings,9191990,0.943,12/1/2017,Seedling,WholePlant,WholePlant,11.427508,-35.1860792592615,16.08508951730684
SRX2628405,PRJNA339870,3-1-total-38-HT-rep2,28808135,hot3-1 mutant,Col-0,seedlings,11449270,0.939,12/1/2017,Seedling,WholePlant,WholePlant,10.13929,-39.859149896106565,16.147119340939327
SRX2628406,PRJNA339870,3-1-total-38-HT-rep1,28808135,hot3-1 mutant,Col-0,seedlings,12706173,0.94,12/1/2017,Seedling,WholePlant,WholePlant,11.915928,-48.4770739649384,23.800940494814554
SRX2628407,PRJNA339870,WT-poly-38-HT-rep3,28808135,wild type,Col-0,seedlings,10208855,0.954,12/1/2017,Seedling,WholePlant,WholePlant,7.476147,-41.853104935173164,26.405372314948316
SRX2628408,PRJNA339870,WT-poly-38-HT-rep2,28808135,wild type,Col-0,seedlings,11448833,0.947,12/1/2017,Seedling,WholePlant,WholePlant,11.746737,-43.974533644164254,26.87678141833738
SRX2628409,PRJNA339870,WT-poly-38-HT-rep1,28808135,wild type,Col-0,seedlings,8987694,0.955,12/1/2017,Seedling,WholePlant,WholePlant,10.309572,-39.51652967920887,26.60696116896027
SRX2628410,PRJNA339870,WT-total-38-HT-rep3,28808135,wild type,Col-0,seedlings,10407625,0.882,12/1/2017,Seedling,WholePlant,WholePlant,10.729909,-38.78335961084034,17.11966538490075
SRX2628411,PRJNA339870,WT-total-38-HT-rep2,28808135,wild type,Col-0,seedlings,9510987,0.949,12/1/2017,Seedling,WholePlant,WholePlant,12.231898,-41.03909524870215,19.84829486184909
SRX2628412,PRJNA339870,WT-total-38-HT-rep1,28808135,wild type,Col-0,seedlings,7938217,0.948,12/1/2017,Seedling,WholePlant,WholePlant,14.667589,-40.53355575285981,17.846897041147503
SRX2081973,PRJNA341458,yhb_ZT-12_22C,28864470,YHB,Ler-0,seedlings,25077964,0.893,9/6/2016,Seedling,WholePlant,WholePlant,16.619263,-68.94589869437843,40.96965327648315
SRX2081974,PRJNA341458,yhb_ZT-12_27C,28864470,YHB,Ler-0,seedlings,37835737,0.907,9/6/2016,Seedling,WholePlant,WholePlant,15.365949,-77.66838582480933,49.10639155752317
SRX2081975,PRJNA341458,yhb_ZT1_22C,28864470,YHB,Ler-0,seedlings,20260475,0.895,9/6/2016,Seedling,WholePlant,WholePlant,19.848486,-60.08554178312086,27.898621118612247
SRX2081976,PRJNA341458,yhb_ZT1_27C,28864470,YHB,Ler-0,seedlings,11343007,0.901,9/6/2016,Seedling,WholePlant,WholePlant,9.929199,-46.3770142321872,16.142374067668783
SRX2081978,PRJNA341458,yhb_ZT4_27C,28864470,YHB,Ler-0,seedlings,29577193,0.909,9/6/2016,Seedling,WholePlant,WholePlant,12.15743,-78.39253336135182,31.52072620654403
SRX2081979,PRJNA341458,yhb_ZT8_22C,28864470,YHB,Ler-0,seedlings,21531910,0.902,9/6/2016,Seedling,WholePlant,WholePlant,11.133486,-65.14757900260055,33.318388683410696
SRX2081980,PRJNA341458,yhb_ZT8_27C,28864470,YHB,Ler-0,seedlings,29270858,0.897,9/6/2016,Seedling,WholePlant,WholePlant,10.414126,-72.21362094755652,35.62711119621009
SRX2081981,PRJNA341458,phya-e_ZT-12_22C,28864470,phya-e,Ler-0,seedlings,707,0.88,9/6/2016,Seedling,WholePlant,WholePlant,0.0,546.7443460036226,53.21133102884087
SRX2081982,PRJNA341458,phya-e_ZT-12_27C,28864470,phya-e,Ler-0,seedlings,29950467,0.898,9/6/2016,Seedling,WholePlant,WholePlant,25.10174,-57.377252696857425,58.56224965496985
SRX2081983,PRJNA341458,phya-e_ZT-8_22C,28864470,phya-e,Ler-0,seedlings,34542765,0.9,9/6/2016,Seedling,WholePlant,WholePlant,20.469402,-57.04736439043649,43.257371360783345
SRX2081984,PRJNA341458,phya-e_ZT-8_27C,28864470,phya-e,Ler-0,seedlings,40051178,0.885,9/6/2016,Seedling,WholePlant,WholePlant,27.638262,-49.702833908233806,47.99553423213089
SRX2081985,PRJNA341458,yhb_ZT-8_22C,28864470,YHB,Ler-0,seedlings,6748638,0.907,9/6/2016,Seedling,WholePlant,WholePlant,11.723701,-42.4827445008254,18.64896237304346
SRX2082083,PRJNA341458,phya-e_ZT-4_22C,28864470,phya-e,Ler-0,seedlings,25798477,0.892,9/6/2016,Seedling,WholePlant,WholePlant,25.833632,-46.653383859420934,45.149692254244655
SRX2082161,PRJNA341458,phya-e_ZT-4_27C,28864470,phya-e,Ler-0,seedlings,36985553,0.8859999999999999,9/6/2016,Seedling,WholePlant,WholePlant,32.861027,-38.141429367476235,52.58514363590414
SRX2082213,PRJNA341458,phya-e_ZT-2_22C,28864470,phya-e,Ler-0,seedlings,14983725,0.8859999999999999,9/6/2016,Seedling,WholePlant,WholePlant,20.433161,-31.544138709197743,34.81614710832085
SRX2082295,PRJNA341458,phya-e_ZT-2_27C,28864470,phya-e,Ler-0,seedlings,16564692,0.88,9/6/2016,Seedling,WholePlant,WholePlant,29.462923,-12.177195318010435,42.60612744064889
SRX2082348,PRJNA341458,phya-e_ZT0_22C,28864470,phya-e,Ler-0,seedlings,22043903,0.889,9/6/2016,Seedling,WholePlant,WholePlant,23.716284,-34.010729012868936,44.961802922514565
SRX2082391,PRJNA341458,phya-e_ZT0_27C,28864470,phya-e,Ler-0,seedlings,20683899,0.88,9/6/2016,Seedling,WholePlant,WholePlant,29.614126,-17.360069586258113,53.047948086230456
SRX2082445,PRJNA341458,phya-e_ZT1_22C,28864470,phya-e,Ler-0,seedlings,12411016,0.889,9/6/2016,Seedling,WholePlant,WholePlant,21.207243,-33.008542860688706,29.90426325275844
SRX2082547,PRJNA341458,phya-e_ZT1_27C,28864470,phya-e,Ler-0,seedlings,6289180,0.883,9/6/2016,Seedling,WholePlant,WholePlant,18.860294,-3.660180482574806,19.52492056771789
SRX2082669,PRJNA341458,phya-e_ZT4_22C,28864470,phya-e,Ler-0,seedlings,15051710,0.902,9/6/2016,Seedling,WholePlant,WholePlant,20.020876,-47.651544162710096,32.12764713952498
SRX2082726,PRJNA341458,phya-e_ZT4_27C,28864470,phya-e,Ler-0,seedlings,18171718,0.899,9/6/2016,Seedling,WholePlant,WholePlant,23.108654,-46.45702463099587,30.954276358801405
SRX2082801,PRJNA341458,yhb_ZT-8_27C,28864470,YHB,Ler-0,seedlings,45898082,0.904,9/6/2016,Seedling,WholePlant,WholePlant,16.528769,-76.37023762961833,46.06005450640914
SRX2082868,PRJNA341458,phya-e_ZT8_22C,28864470,phya-e,Ler-0,seedlings,30216112,0.9,9/6/2016,Seedling,WholePlant,WholePlant,15.228356,-64.50378376331878,38.96345717558859
SRX2082942,PRJNA341458,phya-e_ZT8_27C,28864470,phya-e,Ler-0,seedlings,11863457,0.895,9/6/2016,Seedling,WholePlant,WholePlant,14.407204,-43.19562330566523,21.00577587588617
SRX2083020,PRJNA341458,ler0_ZT-12_22C,28864470,Ler-0,Ler-0,seedlings,29689692,0.902,9/6/2016,Seedling,WholePlant,WholePlant,17.505178,-63.46053597289534,44.382515090635756
SRX2083083,PRJNA341458,ler0_ZT-12_27C,28864470,Ler-0,Ler-0,seedlings,2535,0.866,9/6/2016,Seedling,WholePlant,WholePlant,0.0,521.2932383791712,39.242366479517166
SRX2083150,PRJNA341458,ler0_ZT-8_22C,28864470,Ler-0,Ler-0,seedlings,14524851,0.904,9/6/2016,Seedling,WholePlant,WholePlant,16.513998,-52.51251559167068,36.8240118789321
SRX2083218,PRJNA341458,ler0_ZT-8_27C,28864470,Ler-0,Ler-0,seedlings,34736259,0.902,9/6/2016,Seedling,WholePlant,WholePlant,16.915337,-65.99891987596305,46.08976422341744
SRX2083297,PRJNA341458,ler0_ZT-4_22C,28864470,Ler-0,Ler-0,seedlings,24211496,0.898,9/6/2016,Seedling,WholePlant,WholePlant,20.974531,-51.5663691831083,38.89562136273265
SRX2083368,PRJNA341458,ler0_ZT-4_27C,28864470,Ler-0,Ler-0,seedlings,29630732,0.888,9/6/2016,Seedling,WholePlant,WholePlant,18.498825,-53.288695445332436,36.87004344840477
SRX2083494,PRJNA341458,ler0_ZT-2_22C,28864470,Ler-0,Ler-0,seedlings,30079342,0.906,9/6/2016,Seedling,WholePlant,WholePlant,20.730711,-60.05121178917871,42.67010188723578
SRX2083577,PRJNA341458,ler0_ZT-2_27C,28864470,Ler-0,Ler-0,seedlings,24930826,0.901,9/6/2016,Seedling,WholePlant,WholePlant,16.001089,-52.623375850798645,40.46627014941045
SRX2083629,PRJNA341458,yhb_ZT-4_22C,28864470,YHB,Ler-0,seedlings,150294,0.8270000000000001,9/6/2016,Seedling,WholePlant,WholePlant,10.075728,249.58023848507477,-25.271481787400905
SRX2083637,PRJNA341458,ler0_ZT0_22C,28864470,Ler-0,Ler-0,seedlings,38823793,0.899,9/6/2016,Seedling,WholePlant,WholePlant,20.655827,-60.850417091464536,48.46588101586849
SRX2083638,PRJNA341458,ler0_ZT0_27C,28864470,Ler-0,Ler-0,seedlings,11142939,0.887,9/6/2016,Seedling,WholePlant,WholePlant,15.301329,-27.706775634043467,30.39543787861195
SRX2083639,PRJNA341458,ler0_ZT1_22C,28864470,Ler-0,Ler-0,seedlings,44341125,0.905,9/6/2016,Seedling,WholePlant,WholePlant,20.674122,-64.0828524357038,44.297559894117896
SRX2083640,PRJNA341458,ler0_ZT1_27C,28864470,Ler-0,Ler-0,seedlings,19474758,0.8490000000000001,9/6/2016,Seedling,WholePlant,WholePlant,15.591062,-47.23285779968412,27.207625279702736
SRX2083641,PRJNA341458,ler0_ZT4_22C,28864470,Ler-0,Ler-0,seedlings,13425954,0.908,9/6/2016,Seedling,WholePlant,WholePlant,14.357427,-45.59122950361433,19.255980622267735
SRX2083643,PRJNA341458,ler0_ZT8_22C,28864470,Ler-0,Ler-0,seedlings,18970519,0.902,9/6/2016,Seedling,WholePlant,WholePlant,9.988694,-57.30672367172112,28.60180936387321
SRX2083644,PRJNA341458,ler0_ZT8_27C,28864470,Ler-0,Ler-0,seedlings,19429841,0.8959999999999999,9/6/2016,Seedling,WholePlant,WholePlant,12.19399,-57.58353255329028,26.724922474307437
SRX2083647,PRJNA341458,yhb_ZT-4_27C,28864470,YHB,Ler-0,seedlings,15179674,0.903,9/6/2016,Seedling,WholePlant,WholePlant,12.633225,-53.32798640361533,22.757245442993728
SRX2083650,PRJNA341458,yhb_ZT-2_22C,28864470,YHB,Ler-0,seedlings,28891254,0.887,9/6/2016,Seedling,WholePlant,WholePlant,19.297728,-69.48183786108632,36.02720635763372
SRX2083651,PRJNA341458,yhb_ZT-2_27C,28864470,YHB,Ler-0,seedlings,13013368,0.902,9/6/2016,Seedling,WholePlant,WholePlant,11.726238,-45.52324162853561,18.528663664740932
SRX2083652,PRJNA341458,yhb_ZT0_22C,28864470,YHB,Ler-0,seedlings,29820674,0.8909999999999999,9/6/2016,Seedling,WholePlant,WholePlant,17.339424,-66.00094362541273,31.90783409567214
SRX2083653,PRJNA341458,yhb_ZT0_27C,28864470,YHB,Ler-0,seedlings,15189593,0.89,9/6/2016,Seedling,WholePlant,WholePlant,8.824858,-44.15866842845585,18.08231175817824
SRX2095217,PRJNA341504,CO_00_r1,29386391,sov (aka Col-0),Col-0,seedlings,27078253,0.7829999999999999,1/26/2018,Seedling,WholePlant,WholePlant,13.150274,-37.16244603042322,31.112536460193095
SRX2095219,PRJNA341504,CO_15_r1,29386391,sov (aka Col-0),Col-0,seedlings,27412475,0.782,1/26/2018,Seedling,WholePlant,WholePlant,15.502041,-35.29870961409879,29.838417204759136
SRX2095220,PRJNA341504,CO_30_r1,29386391,sov (aka Col-0),Col-0,seedlings,27856447,0.782,1/26/2018,Seedling,WholePlant,WholePlant,17.187405,-32.37070006951198,29.928690251476347
SRX2095222,PRJNA341504,CO_120_r1,29386391,sov (aka Col-0),Col-0,seedlings,32650513,0.7909999999999999,1/26/2018,Seedling,WholePlant,WholePlant,19.023409,-10.538053773691017,30.59533205952231
SRX2095233,PRJNA341504,VC_00_r1,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,20153324,0.7979999999999999,1/26/2018,Seedling,WholePlant,WholePlant,40.60936,-39.35466951684536,48.486634291658
SRX2095234,PRJNA341504,VC_07_r1,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,23890369,0.8170000000000001,1/26/2018,Seedling,WholePlant,WholePlant,42.645943,-45.45605972473652,54.46056114611392
SRX2095235,PRJNA341504,VC_15_r1,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,30104010,0.8140000000000001,1/26/2018,Seedling,WholePlant,WholePlant,42.560406,-48.88887142678385,52.183004161283115
SRX2095242,PRJNA341504,VS_07_r1,29386391,vcs (vcs-7 [SOV-L.er]),vcs-7,seedlings,27809040,0.7509999999999999,1/26/2018,Seedling,WholePlant,WholePlant,33.848904,-50.36418485782531,44.31371830216719
SRX2095249,PRJNA341504,CO_00_r2,29386391,sov (aka Col-0),Col-0,seedlings,28800257,0.797,1/26/2018,Seedling,WholePlant,WholePlant,14.373278,-37.41309038252143,34.92880928603171
SRX2095250,PRJNA341504,CO_07_r2,29386391,sov (aka Col-0),Col-0,seedlings,28145415,0.754,1/26/2018,Seedling,WholePlant,WholePlant,14.239265,-36.49475465912484,31.69674489414874
SRX2095251,PRJNA341504,CO_15_r2,29386391,sov (aka Col-0),Col-0,seedlings,25325522,0.759,1/26/2018,Seedling,WholePlant,WholePlant,17.522909,-33.68162376321573,30.82664905777792
SRX2095252,PRJNA341504,CO_30_r2,29386391,sov (aka Col-0),Col-0,seedlings,28297670,0.782,1/26/2018,Seedling,WholePlant,WholePlant,19.510424,-34.509806663540694,33.223882650918654
SRX2095253,PRJNA341504,CO_60_r2,29386391,sov (aka Col-0),Col-0,seedlings,27840969,0.768,1/26/2018,Seedling,WholePlant,WholePlant,21.989283,-20.740805301877895,33.01363714066236
SRX2095256,PRJNA341504,CO_480_r2,29386391,sov (aka Col-0),Col-0,seedlings,25815463,0.7809999999999999,1/26/2018,Seedling,WholePlant,WholePlant,16.697285,47.97326680696093,7.553655394332223
SRX2095257,PRJNA341504,CS_00_r2,29386391,VCS SOV (Col-0 [SOV-L.er]),Col-0,seedlings,23876337,0.8079999999999999,1/26/2018,Seedling,WholePlant,WholePlant,15.049663,-27.117403320052613,25.707507428683023
SRX2095258,PRJNA341504,CS_07_r2,29386391,VCS SOV (Col-0 [SOV-L.er]),Col-0,seedlings,22929502,0.78,1/26/2018,Seedling,WholePlant,WholePlant,14.532428,-25.402939347313843,25.578729631912285
SRX2095259,PRJNA341504,CS_15_r2,29386391,VCS SOV (Col-0 [SOV-L.er]),Col-0,seedlings,22895715,0.802,1/26/2018,Seedling,WholePlant,WholePlant,10.406723,-23.28850199964655,25.786974347118964
SRX2095261,PRJNA341504,CS_60_r2,29386391,VCS SOV (Col-0 [SOV-L.er]),Col-0,seedlings,33516945,0.759,1/26/2018,Seedling,WholePlant,WholePlant,17.904194,-20.5997149535582,32.319343061943215
SRX2095265,PRJNA341504,VC_00_r2,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,23479091,0.802,1/26/2018,Seedling,WholePlant,WholePlant,43.025234,-39.35068066795413,45.64152252593974
SRX2095266,PRJNA341504,VC_07_r2,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,27648684,0.799,1/26/2018,Seedling,WholePlant,WholePlant,45.836273,-40.45161712224566,46.76955940389404
SRX2095268,PRJNA341504,VC_30_r2,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,24454027,0.8690000000000001,1/26/2018,Seedling,WholePlant,WholePlant,44.572182,-39.25996580629525,44.9797508258278
SRX2095269,PRJNA341504,VC_60_r2,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,22574378,0.8270000000000001,1/26/2018,Seedling,WholePlant,WholePlant,45.364319,-30.524405798432962,43.461662806717506
SRX2095270,PRJNA341504,VC_120_r2,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,22123093,0.755,1/26/2018,Seedling,WholePlant,WholePlant,49.600155,-17.956282237047382,38.24587633923767
SRX2095271,PRJNA341504,VC_240_r2,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,23243563,0.7509999999999999,1/26/2018,Seedling,WholePlant,WholePlant,45.887852,-9.328522433603494,29.069977137552304
SRX2095272,PRJNA341504,VC_480_r2,29386391,vcs sov (aka vcs-7),vcs-7,seedlings,28831253,0.77,1/26/2018,Seedling,WholePlant,WholePlant,47.985592,-6.3149701464296335,25.463330972297136
SRX2095273,PRJNA341504,VS_00_r2,29386391,vcs (vcs-7 [SOV-L.er]),vcs-7,seedlings,31503390,0.754,1/26/2018,Seedling,WholePlant,WholePlant,32.231144,-53.15978901022317,43.24545636720885
